theta_0,theta_1,itnr
0,0,0
0.005839135051546388,0.004593041133362874,1
0.011672430968041232,0.009181489225592384,2
0.017499893588619583,0.013765348869729665,3
0.023321528746577353,0.018344624654222808,4
0.029137342269377167,0.02291932116293146,5
0.03494733997865418,0.027489442975131402,6
0.04075152769022192,0.03205499466551914,7
0.04654991121407809,0.0366159808042165,8
0.0523424963544104,0.041172405956775154,9
0.05812928890960238,0.04572427468418125,10
0.06391029467223917,0.05027159154285994,11
0.06968551942911333,0.054814361084679956,12
0.0754549689612306,0.05935258785695815,13
0.08121864904381576,0.06388627640246407,14
0.08697656544631834,0.06841543125942448,15
0.0927287239324184,0.07294005696152793,16
0.09847513026003238,0.07746015803792927,17
0.10421579018131874,0.08197573901325422,18
0.10995070944268381,0.08648680440760384,19
0.11567989378478752,0.09099335873655912,20
0.12140334894254912,0.09549540651118543,21
0.12712108064515296,0.09999295223803711,22
0.1328330946160542,0.10448600041916195,23
0.13853939657298453,0.10897455555210567,24
0.14423999222795794,0.11345862212991643,25
0.14993488728727639,0.11793820464114939,26
0.1556240874515355,0.12241330756987111,27
0.16130759841563036,0.12688393539566412,28
0.1669854258687611,0.13135009259363134,29
0.17265757549443875,0.13581178363440058,30
0.1783240529704907,0.14026901298412905,31
0.1839848639690666,0.1447217851045078,32
0.18964001415664392,0.14917010445276618,33
0.19528950919403365,0.1536139754816763,34
0.20093335473638602,0.1580534026395575,35
0.20657155643319602,0.16248839037028082,36
0.21220411992830923,0.1669189431132734,37
0.21783105085992732,0.171345065303523,38
0.2234523548606138,0.17576676137158234,39
0.22906803755729957,0.18018403574357364,40
0.23467810457128865,0.18459689284119293,41
0.24028256151826377,0.1890053370817146,42
0.2458814140082919,0.19340937287799576,43
0.25147466764583,0.19780900463848064,44
0.25706232802973056,0.20220423676720503,45
0.26264440075324724,0.2065950736638007,46
0.2682208914040404,0.21098151972349977,47
0.2737918055641827,0.21536357933713915,48
0.27935714881016493,0.2197412568911649,49
0.28491692671290114,0.22411455676763659,50
0.2904711448377346,0.22848348334423182,51
0.2960198087444433,0.23284804099425047,52
0.3015629239872452,0.2372082340866191,53
0.30710049611480433,0.24156406698589533,54
0.31263253067023594,0.2459155440522723,55
0.3181590331911121,0.2502626696415829,56
0.3236800092094674,0.25460544810530417,57
0.3291954642518043,0.2589438837905617,58
0.33470540383909886,0.263277981040134,59
0.34020983348680617,0.26760774419245675,60
0.3457087587048658,0.27193317758162716,61
0.35120218499770733,0.2762542855374084,62
