theta_0,theta_1,itnr
0,0,0
0.05839135051546389,0.04593041133362874,1
0.11619878752577317,0.0914015185539212,2
0.17342815016597937,0.13641791470201073,3
0.23008521917978353,0.18098414688861936,4
0.2861757175034496,0.2251047167533619,5
0.34170531084387906,0.26878408091945705,6
0.3966796082509042,0.31202665144389125,7
0.45110416268385906,0.35483679626308107,8
0.5049844715724844,0.397218839634079,9
0.5583259773722234,0.43917706257136696,10
0.6111340681139651,0.48071570327928204,11
0.6634140779482893,0.521838957580118,12
0.7151712876842703,0.5625509793379455,13
0.7664109253228915,0.6028558808781947,14
0.8171381665851265,0.6427577334030415,15
0.8673581354347392,0.6822605674026399,16
0.9170759045958556,0.7213683730622422,17
0.966296496065361,0.7600851006652485,18
1.0150248816201715,0.7984146609922247,19
1.0632659833194336,0.8363609257159312,20
1.1110246740017031,0.8739277277924007,21
1.15830577777715,0.9111188618481054,22
1.2051140705148424,0.9479380845632531,23
1.2514542803251578,0.9843891150512494,24
1.29733108803737,1.0204756352343656,25
1.3427491276724604,1.0562012902156506,26
1.3877129869111997,1.091569688647123,27
1.4322272075575517,1.1265844030942804,28
1.4762962859974402,1.1612489703969664,29
1.5199246736529297,1.1955668920266254,30
1.5631167774318644,1.2295416344399879,31
1.6058769601730096,1.2631766294292168,32
1.6482095410867434,1.2964752744685535,33
1.69011879619134,1.3294409330574968,34
1.7316089587448904,1.3620769350605506,35
1.7726842196729053,1.394386577043574,36
1.8133487279916403,1.4263731226067669,37
1.8536065912271877,1.458039802714328,38
1.8934618758303798,1.4893898160208134,39
1.93291860758754,1.520426329194234,40
1.9719807720271285,1.5511524772359204,41
2.010652314822321,1.58157136379719,42
2.0489371421895615,1.6116860614928468,43
2.0868391212831296,1.641499612211547,44
2.124362080585762,1.6710150274230604,45
2.1615098102953683,1.7002352884824585,46
2.1982860627078784,1.7291633469312626,47
2.2346945525962636,1.7578021247955786,48
2.270738957585765,1.7861545148812517,49
2.3064229185253713,1.814223381066068,50
2.3417500398555813,1.842011558589036,51
2.376723889972489,1.8695218543367744,52
2.411348001588228,1.8967570471270354,53
2.4456258720878097,1.9237198879893938,54
2.4795609638823954,1.9504131004431284,55
2.5131567047590355,1.976839380772326,56
2.546416488226909,2.0030013982982315,57
2.579343673860104,2.0289017956488777,58
2.611941587636967,2.0545431890260177,59
2.644213522276061,2.079928168469386,60
2.6761627375687644,2.105059298118321,61
