theta_0,theta_1,itnr
0,0,0
0.01751740515463917,0.013779123400088623,1
0.03498225809381443,0.027516909429976977,2
0.05239471647417217,0.041213482101775674,3
0.06975493747938882,0.054868965055558966,4
0.08706307782158984,0.06848348156048091,5
0.10431929374276425,0.08205715451588809,6
0.12152374101617514,0.09559010645242905,7
0.13867657494776578,0.10908245953316038,8
0.15577795037756167,0.12253433555464953,9
0.17282802168106817,0.1359458559480742,10
0.18982694277066414,0.1493171417803186,11
0.20677486709699133,0.16264831375506628,12
0.22367194765033954,0.1759394922138897,13
0.2405183369620277,0.18919079713733664,14
0.2573141871057808,0.20240234814601324,15
0.2740596496991026,0.21557426450166384,16
0.2907548759046445,0.22870666510824747,17
0.3074000164315697,0.24179966851301135,18
0.3239952215369142,0.2548533929075609,19
0.3405406410269426,0.2678679561289269,20
0.35703642425850096,0.2808434756606287,21
0.37348272014036465,0.29378006863373546,22
0.3898796771345827,0.3066778518279229,23
0.4062274432578181,0.3195369416725278,24
0.42252616608268384,0.3323574542475988,25
0.43877599273907497,0.34513950528494464,26
0.4549770699154969,0.3578832101691784,27
0.4711295438603896,0.3705886839387595,28
0.48723356038344756,0.38325604128703183,29
0.5032892648569364,0.3958853965632594,30
0.5192968022170047,0.4084768637736582,31
0.5352563169649929,0.4210305565824259,32
0.5511679531687371,0.4335465883127672,33
0.56703185446387,0.4460250719479175,34
0.5828481640551176,0.45846612013216237,35
0.5986170247175915,0.4708698451718545,36
0.6143385787980779,0.48323635903642753,37
0.6300129682163228,0.4955657733594069,38
0.645640334466313,0.5078581994394172,39
0.6612208186175532,0.5201137482411876,40
0.6767545613163397,0.5323325303965527,41
0.6922417027870299,0.5445146562054517,42
0.707682382833308,0.556660235636924,43
0.7230767408394473,0.5687693783301019,44
0.7384249157715681,0.5808421935952002,45
0.7537270461788925,0.5928787904145032,46
0.768983270194995,0.6048792774433484,47
0.7841937255390492,0.6168437630111069,48
0.7993585495170712,0.6287723551221622,49
0.8144778790231592,0.6406651614568843,50
0.8295518505407289,0.6525222893726024,51
0.8445806001437459,0.6643438459045732,52
0.8595642634979539,0.6761299377669481,53
