J,itnr
0,0
32.01756994821521,1
31.962516291669296,2
31.907572687382824,3
31.85273891536133,4
31.79801475605009,5
31.743399990333323,6
31.68889439953322,7
31.63449776540913,8
31.580209870156654,9
31.52603049640678,10
31.47195942722504,11
31.417996446110596,12
31.364141336995388,13
31.31039388424331,14
31.25675387264928,15
31.203221087438433,16
31.149795314265216,17
31.096476339212575,18
31.04326394879106,19
30.990157929937997,20
30.937158070016636,21
30.884264156815245,22
30.831475978546344,23
30.7787933238458,24
30.726215981772015,25
30.673743741805016,26
30.621376393845726,27
30.569113728215008,28
30.516955535652876,29
30.464901607317685,30
30.41295173478523,31
30.36110571004797,32
30.309363325514152,33
30.257724374007026,34
30.206188648763966,35
30.15475594343566,36
30.103426052085304,37
30.05219876918776,38
30.001073889628724,39
29.95005120870393,40
29.89913052211831,41
29.84831162598517,42
29.7975943168254,43
29.74697839156664,44
29.69646364754247,45
29.64604988249161,46
29.59573689455708,47
29.545524482285437,48
29.49541244462592,49
29.44540058092969,50
29.39548869094898,51
29.345676574836347,52
29.295964033143832,53
29.246350866822148,54
29.196836877219948,55
29.147421866082954,56
29.09810563555323,57
29.04888798816834,58
28.999768726860566,59
28.950747654956135,60
28.901824576174462,61
28.852999294627256,62
28.80427161481788,63
28.755641341640427,64
28.707108280379064,65
28.658672236707158,66
28.610333016686557,67
28.562090426766776,68
28.51394427378424,69
28.46589436496152,70
28.417940507906536,71
28.370082510611805,72
28.32232018145367,73
28.27465332919152,74
28.22708176296704,75
28.179605292303442,76
28.1322237271047,77
28.084936877654794,78
28.037744554616935,79
27.990646569032833,80
27.943642732321912,81
27.896732856280572,82
27.84991675308144,83
27.803194235272606,84
27.756565115776866,85
27.710029207891008,86
27.663586325285003,87
27.617236282001333,88
27.570978892454185,89
27.524813971428745,90
27.47874133408044,91
27.43276079593419,92
27.386872172883685,93
27.34107528119067,94
27.29536993748414,95
27.249755958759685,96
27.204233162378696,97
27.15880136606767,98
27.11346038791748,99
27.06821004638261,100
27.023050160280462,101
26.97798054879064,102
26.93300103145418,103
26.888111428172877,104
26.84331155920854,105
26.79860124518225,106
26.75398030707371,107
26.70944856622044,108
26.665005844317143,109
26.62065196341492,110
26.576386745920633,111
26.532210014596114,112
26.48812159255751,113
26.44412130327456,114
26.40020897056989,115
26.356384418618294,116
26.31264747194605,117
26.26899795543021,118
26.22543569429788,119
26.181960514125546,120
26.138572240838386,121
26.09527070070953,122
26.05205572035938,123
26.00892712675496,124
25.96588474720914,125
25.922928409380052,126
25.880057941270277,127
25.83727317122625,128
25.79457392793755,129
25.751960040436174,130
25.709431338095914,131
25.666987650631636,132
25.6246288080986,133
25.58235464089178,134
25.54016497974521,135
25.498059655731275,136
25.456038500260046,137
25.4141013450786,138
25.372248022270366,139
25.330478364254418,140
25.288792203784848,141
25.247189373950057,142
25.2056697081721,143
25.164233040206046,144
25.12287920413925,145
25.081608034390744,146
25.04041936571057,147
24.99931303317909,148
24.958288872206342,149
24.917346718531373,150
24.876486408221606,151
24.835707777672148,152
24.79501066360515,153
24.754394903069183,154
24.713860333438515,155
24.67340679241255,156
24.633034118015093,157
24.59274214859375,158
24.552530722819284,159
24.512399679684947,160
24.472348858505836,161
24.432378098918257,162
24.39248724087909,163
24.352676124665138,164
24.312944590872508,165
24.273292480415932,166
24.233719634528157,167
24.194225894759313,168
24.15481110297626,169
24.115475101361984,170
24.076217732414943,171
24.03703883894842,172
23.997938264089928,173
23.958915851280587,174
23.919971444274452,175
23.88110488713792,176
23.842316024249104,177
