J,itnr
0,0
31.52357820367621,1
30.98535072780496,2
30.457833978703544,3
29.940814812909252,4
29.434084328514256,5
28.93743778075873,6
28.45067449930354,7
27.973597807149307,8
27.506014941168946,9
27.047736974221582,10
26.598578738816478,11
26.15835875229594,12
25.726899143507158,13
25.30402558093327,14
24.889567202254604,15
24.483356545311644,16
24.085229480441846,17
23.695025144162962,18
23.312585874176023,19
22.937757145661827,20
22.57038750884506,21
22.210328527800947,22
21.85743472047962,23
21.511563499923984,24
21.1725751166574,25
20.840332602217824,26
20.514701713815594,27
20.19555088009257,28
19.882751147960633,29
19.576176130498123,30
19.275701955883115,31
18.981207217342945,32
18.69257292409973,33
18.409682453292046,34
18.132421502853443,35
17.860678045328566,36
17.59434228260843,37
17.33330660156643,38
17.077465530577165,39
16.826715696900585,40
16.580955784914167,41
16.340086495176283,42
16.104010504304185,43
15.872632425650439,44
15.645858770761896,45
15.423597911605643,46
15.205760043546597,47
14.992257149061926,48
14.783002962177498,49
14.577912933612073,50
14.376904196615099,51
14.179895533484366,52
13.986807342749934,53
13.797561607011117,54
13.612081861413499,55
13.430293162753278,56
13.252122059196392,57
13.077496560600292,58
12.906346109426247,59
12.738601552230573,60
12.574195111723096,61
12.413060359381706,62
12.255132188611919,63
12.100346788440447,64
11.948641617732386,65
11.799955379921421,66
11.654227998242888,67
11.511400591459761,68
11.37141545007162,69
11.2342160129971,70
11.099746844720364,71
10.967953612892334,72
10.838783066377685,73
10.712183013738676,74
10.588102302147178,75
10.466490796716357,76
10.347299360243607,77
10.230479833356666,78
10.115985015054775,79
10.00376864363709,80
9.893785378010618,81
9.785990779370112,82
9.680341293242554,83
9.576794231888934,84
9.475307757056251,85
9.375840863072737,86
9.278353360279494,87
9.18280585879184,88
9.089159752583788,89
8.997377203889277,90
8.907421127913786,91
8.819255177850208,92
8.732843730192895,93
8.648151870343963,94
8.565145378506022,95
8.483790715855658,96
8.404055010992039,97
8.3259060466552,98
8.24931224670867,99
8.174242663381072,100
8.100666964761695,101
8.028555422544844,102
7.957878900018105,103
7.888608840289653,104
7.820717254749796,105
7.754176711762179,106
7.688960325580015,107
7.625041745482881,108
