J,itnr
0,0
31.907407664309297,1
31.74307192050589,2
31.579720712143608,3
31.417348140870626,4
31.255948343672134,5
31.09551549265866,6
30.936043794855607,7
30.7775274919941,8
30.619960860303028,9
30.46333821030242,10
30.307653886597965,11
30.152902267676822,12
29.999077765704637,13
29.846174826323768,14
29.694187928452727,15
29.54311158408684,16
29.39294033810004,17
29.243668768047954,18
29.09529148397204,19
28.947803128205035,20
28.80119837517742,21
28.655471931225197,22
28.510618534398702,23
28.36663295427259,24
28.223509991757002,25
28.081244478909852,26
27.939831278750173,27
27.799265285072654,28
27.659541422263246,29
27.520654645115933,30
27.382599938650515,31
27.245372317931526,32
27.108966827888267,33
26.973378543135855,34
26.838602567797395,35
26.704634035327185,36
26.571468108335008,37
26.439099978411438,38
26.307524865954246,39
26.17673801999578,40
26.04673471803145,41
25.91751026584919,42
25.78905999735996,43
25.66137927442924,44
25.534463486709612,45
25.408308051474194,46
25.282908413451278,47
25.15826004465976,48
25.03435844424567,49
24.91119913831966,50
24.788777679795455,51
24.66708964822927,52
24.546130649660192,53
24.425896316451546,54
24.306382307133156,55
24.187584306244585,56
24.069498024179342,57
23.95211919702995,58
23.835443586434014,59
23.719466979421153,60
23.60418518826091,61
23.489594050311506,62
23.375689427869553,63
23.262467208020652,64
23.149923302490873,65
23.038053647499115,66
22.92685420361042,67
22.816320955590054,68
22.70644991225858,69
22.597237106347706,70
22.488678594357047,71
22.38077045641172,72
22.273508796120822,73
22.166889740436734,74
22.060909439515243,75
21.95556406657657,76
21.850849817767177,77
21.7467629120224,78
21.643299590929946,79
21.54045611859415,80
21.438228781501124,81
21.336613888384615,82
21.23560777009277,83
21.135206779455615,84
21.03540729115336,85
20.936205701585525,86
20.837598428740794,87
20.739581912067674,88
20.642152612345946,89
20.54530701155885,90
20.449041612766067,91
20.353352939977448,92
20.25823753802751,93
20.163691972450657,94
20.069712829357172,95
19.97629671530996,96
19.883440257202007,97
19.791140102134577,98
19.699392917296155,99
19.608195389842102,100
19.517544226775026,101
19.42743615482588,102
19.33786792033579,103
19.248836289138524,104
19.160338046443762,105
19.072369996720983,106
18.9849289635841,107
18.898011789676733,108
18.811615336558244,109
18.725736484590396,110
18.640372132824677,111
18.555519198890394,112
18.471174618883307,113
18.387335347255046,114
18.303998356703108,115
18.221160638061566,116
18.13881920019241,117
18.056971069877523,118
17.97561329171135,119
17.894742927994177,120
17.81435705862603,121
17.734452781001274,122
17.65502720990376,123
17.57607747740269,124
17.49760073274904,125
17.419594142272608,126
17.34205488927972,127
17.264980173951514,128
17.188367213242834,129
17.112213240781767,130
17.036515506769707,131
16.96127127788212,132
16.886477837169792,133
16.812132483960777,134
16.738232533762837,135
16.664775318166527,136
16.591758184748862,137
16.5191784969775,138
16.447033634115574,139
16.375320991127055,140
16.30403797858268,141
16.233182022566456,142
16.16275056458273,143
16.09274106146378,144
16.02315098527802,145
15.953977823238686,146
15.88521907761313,147
15.816872265632615,148
15.74893491940268,149
15.681404585814004,150
15.614278826453859,151
15.54755521751804,152
15.481231349723359,153
15.41530482822063,154
15.34977327250823,155
15.284634316346104,156
15.21988560767034,157
15.155524808508252,158
15.091549594893944,159
15.027957656784404,160
14.964746697976075,161
14.901914436021967,162
14.839458602149227,163
14.777376941177218,164
14.715667211436088,165
14.654327184685847,166
14.59335464603586,167
14.532747393864927,168
14.472503239741748,169
14.412620008345923,170
14.353095537389393,171
14.29392767753836,172
14.235114292335693,173
14.176653258123777,174
14.118542463967826,175
14.060779811579662,176
14.003363215241954,177
13.946290601732906,178
13.889559910251394,179
13.833169092342544,180
13.77711611182379,181
13.721398944711318,182
13.666015579147023,183
13.610964015325818,184
13.556242265423469,185
13.501848353524784,186
13.447780315552285,187
13.39403619919528,188
13.340614063839366,189
13.287511980496372,190
13.234728031734686,191
13.182260311610031,192
13.130106925596642,193
13.078265990518862,194
13.026735634483131,195
12.975513996810408,196
12.924599227968987,197
12.873989489507691,198
12.82368295398952,199
12.773677804925633,200
12.723972236709795,201
12.67456445455313,202
12.625452674419371,203
12.57663512296039,204
12.528110037452201,205
12.479875665731294,206
12.431930266131362,207
12.384272107420438,208
12.336899468738348,209
12.289810639534608,210
12.24300391950662,211
12.196477618538323,212
12.15023005663913,213
12.10425956388327,214
12.058564480349512,215
12.013143156061206,216
11.967993950926711,217
11.923115234680175,218
11.878505386822674,219
11.834162796563689,220
11.790085862762943,221
11.746272993872598,222
11.702722607879775,223
11.659433132249434,224
11.616403003867594,225
11.57363066898489,226
11.531114583160472,227
11.488853211206221,228
11.446845027131353,229
11.405088514087275,230
11.363582164312849,231
11.322324479079917,232
11.281313968639214,233
11.240549152166565,234
11.200028557709402,235
11.159750722133632,236
11.119714191070797,237
11.079917518865555,238
11.0403592685235,239
11.001038011659245,240
10.961952328444863,241
10.923100807558617,242
10.884482046134,243
10.846094649709077,244
10.807937232176139,245
10.770008415731635,246
10.732306830826454,247
10.694831116116442,248
10.657579918413253,249
10.620551892635508,250
10.583745701760199,251
10.54716001677442,252
10.510793516627391,253
10.474644888182745,254
10.438712826171109,255
10.402996033142985,256
10.367493219421894,257
10.332203103057806,258
10.297124409780853,259
10.262255872955324,260
10.227596233533916,261
10.19314424001228,262
10.158898648383834,263
10.124858222094835,264
10.091021731999732,265
10.05738795631679,266
10.023955680583958,267
9.99072369761505,268
9.957690807456105,269
9.924855817342104,270
9.892217541653874,271
9.859774801875293,272
9.827526426550726,273
9.795471251242727,274
9.763608118489998,275
9.731935877765595,276
9.700453385435369,277
9.66915950471669,278
9.6380531056374,279
9.607133064994994,280
9.576398266316076,281
9.545847599816044,282
9.515479962359013,283
9.485294257417989,284
9.455289395035265,285
9.425464291783076,286
9.39581787072447,287
9.366349061374427,288
9.3370567996612,289
9.307940027887899,290
9.27899769469429,291
9.250228755018844,292
9.221632170060992,293
9.193206907243624,294
9.164951940175795,295
9.13686624861567,296
9.108948818433678,297
9.08119864157591,298
9.053614716027695,299
9.026196045777443,300
8.998941640780657,301
8.971850516924206,302
8.94492169599078,303
8.918154205623566,304
8.891547079291145,305
8.865099356252577,306
8.838810081522736,307
8.8126783058378,308
8.786703085620994,309
8.760883482948506,310
8.735218565515629,311
8.70970740660309,312
8.6843490850436,313
8.659142685188572,314
8.634087296875073,315
8.609182015392962,316
8.584425941452208,317
8.559818181150437,318
8.535357845940633,319
8.511044052599068,320
8.486875923193415,321
8.462852585051031,322
8.438973170727458,323
8.415236817975098,324
8.391642669712075,325
8.368189873991298,326
8.344877583969682,327
8.321704957877587,328
8.29867115898841,329
8.275775355588378,330
8.253016720946516,331
8.230394433284792,332
8.20790767574845,333
8.185555636376508,334
8.163337508072443,335
8.141252488575049,336
8.119299780429461,337
8.097478590958378,338
8.075788132233413,339
8.054227621046671,340
8.032796278882447,341
8.01149333188913,342
7.990318010851249,343
7.969269551161705,344
7.948347192794164,345
7.9275501802756025,346
7.906877762659037,347
7.886329193496415,348
7.865903730811645,349
7.8456006370738205,350
7.825419179170578,351
7.805358628381636,352
7.785418260352468,353
7.765597355068163,354
7.745895196827417,355
7.726311074216692,356
7.7068442800845265,357
7.687494111516008,358
7.668259869807383,359
